NEMP2
TSHZ2
YARS2
ACOXL
UBE2Z
GNAI3
SLC4A8
PKMYT1
ST3GAL5
USP20
IER5L
ZNF552
UBE2O
ITGA5
TOMM5
HOXD8
VDAC1
SPX
ACCS
TBC1D23
TBC1D16
ZNF596
SELENOP
MTBP
UBE2D1
TUBA1B
DSCC1
NUGGC
PLAU
DHFR
KIF18A
EI24
RECQL
CYCS
CENPF
HSP90AA1
YBX1
TPP2
SLC43A1
SGMS2
CCDC85C
SYDE1
RAB27B
ERFE
IL23A
DCBLD2
STX2
SIAH2
GLRX3
ADPRHL1
KMT5A
SMIM20
NDNF
ZNF282
CFTR
APOBEC3B
AKR1B15
TENT4A
JAG1
KNL1
C1QTNF6
LGALS1
ITGB4
EMC6
UBA2
NUP85
EIF2S2
PPAN
HDGFL3
MMP11
EVA1A
ZNF750
CREB1
UBE2V2
ZCCHC9
IL33
WDHD1
C16orf74
GPR65
OCLN
DDIAS
PML
IL17RD
CCDC86
PSMD14
MORF4L2
NUP37
EHD1
CNIH1
ARHGEF4
ACAP1
PPIC
IL32
GAB3
MEN1
PSMD10
EIF3D
LRRC42
AKT1S1
FAM210B
TTLL12
SUSD2
TRIM59
CA4
CHST1
FAM91A1
CCM2
SIX5
NBDY
DNMT1
ELOVL6
TRMT10A
ZNF593
ZFR
SP6
PPP6R3
HELZ
NCEH1
SPSB1
ENO1
ESCO2
VCL
CENPI
C17orf58
KNDC1
OPA1
FADD
DEFB1
ABCA8
C3orf18
ENPP1
RENBP
NME4
PLIN2
HMGXB4
PLS3
EIF4A3
PCDHAC1
PSMB7
TCERG1
RFLNA
PTS
DDX10
DIAPH3
ETHE1
CHCHD2
KCNH2
ZNF267
BMP2K
ACSS1
PLEK2
TMEM223
RBP5
UBE2R2
ANKRD12
IGFALS
CENPH
COA7
TEAD1
FCRLA
CHODL
STEAP1
RASSF10
SLBP
FARSB
NID2
ZMAT3
USP4
MAP3K12
KLRG2
BANF1
DCAF12
FRMD8
SLC34A2
CENPU
SH3BP5L
CLIC4
PSMB1
ING2
COLGALT1
PIMREG
RALB
MC1R
FIBCD1
IFNAR2
LMNB2
POLR3G
ANXA5
EXPH5
TLNRD1
PMM2
WDR74
ABCF3
ZNF598
TMA16
RNASE1
CAPRIN1
R3HDM1
S100A16
GJB2
FAM83B
UPP1
IPPK
CASZ1
PPP2R3A
METTL1
SPOCK1
SLC39A1
RCSD1
GPX8
STBD1
TYMS
HTATIP2
CHRNA5
HNRNPR
GNG7
NCAPG
STC2
TMEM130
TSPAN5
ERI1
USP5
MLKL
SULT2B1
RPUSD4
EIF4H
SPHK1
CPSF6
NOCT
TTC39C
COPS2
PPP1CC
RNASEH2A
PFKP
EME1
UBALD2
INPP5J
P4HA1
CD79B
KDELR1
PSME3
EXO1
NAA20
EDC3
PRPF19
PDCD11
NETO2
TIPIN
IRX5
PTGDS
ZNF532
CDR2L
FAM83H
EIF2S1
SF3B2
MSANTD3
FA2H
B4GALT4
ARSI
GGH
PSMB5
PPP1CA
FBXO5
SLC5A3
IL16
FYCO1
GPR37
AP1S3
CD302
ADM
FUT1
TBC1D31
GINS2
PSPC1
UTP14A
TNFAIP8L1
SHISA5
C15orf39
PPME1
PNMA2
CCR6
SPDL1
CCNF
MELTF
ARPC1A
NAF1
ORC1
CD300E
RSRC1
HJURP
POC1A
LRRC8A
TM4SF19
ZGRF1
COL4A1
SPP1
ASPH
BOLA3
MTHFD1L
PERP
NMNAT2
ZC3H12D
MAIP1
NEDD4
HPF1
CAPN12
GUCY1A1
BAG3
MED15
UBE2I
CCL20
HNRNPH3
PSMC5
GNB1L
C4BPA
SNRNP70
RASA2
KRAS
YWHAE
STK17A
EIF6
ROM1
AP3B1
CLDN12
ITGA4
POLR3D
RPP25
CCDC154
CDC6
RELA
SPINT1
TMEM35A
STAMBPL1
PTTG1
TPRKB
PIGB
RIIAD1
KYNU
MYO6
YEATS2
SNTB1
PPAT
LAMC2
ZNF367
ANLN
UHRF1
DNTTIP1
SNRPA1
TOMM70
CDC42EP2
SLC25A33
BTK
KPNB1
CDH24
CDCA3
DGKH
ANXA10
NAALADL2
FHL2
PPRC1
DNPEP
ERO1A
BEND6
CAPNS1
APOL1
MFSD2A
JMJD6
CIP2A
LRRC59
TM6SF1
CKMT2
NMB
CDK5R1
PSMC3IP
MCM4
SERBP1
ZBTB4
CYREN
B4GALT6
FXYD1
NMI
AIMP2
CCT3
NUP98
F2RL1
ZNF185
PMAIP1
ARHGAP25
SNRPG
SEMA4B
PRRG4
RAD51
DNER
DPF2
SKA1
VGF
PTCH2
PLCB2
NOP14
PLEKHF1
METAP1D
UBAP1
TRIP10
KCTD3
IMMP2L
PAFAH1B2
BCAN
BARX2
NUDCD1
CSTF2
STIL
SPIB
POP1
SYNGR2
AURKA
IFRD2
EIF2S3
RAB38
COL22A1
CDC25C
SLC3A2
ACHE
SHQ1
CDK19
FRZB
KCTD5
TWF1
ZNF254
IKBIP
GTSE1
CCT4
TMEM163
SNX9
YY1
NDC80
PA2G4
LIN54
PDCD5
KRT80
UBE2K
VRK2
TCN1
RAB13
MFSD14B
GPR176
TGFBI
DENR
ARRB1
ZNF253
OIP5
NINJ2
ADGRV1
PPFIBP1
UNC5B
CBX5
SLC10A7
RRP1B
U2AF2
KNTC1
SH2D3A
ECT2
SLC15A2
BLZF1
FAM174B
TUBA4A
TCP1
HSPD1
THOC7
TIMM8A
HP
MTRF1L
SOWAHC
BAAT
NUDT1
PIR
CBX3
BDKRB2
WDR76
ANXA13
ITGB1
FANCD2
CRYBG2
SPICE1
SNX30
OTUB1
FSCN1
BEX4
TDP1
FXYD4
TOMM22
DENND1A
CDADC1
OAS1
PHLDA1
PPM1M
BUB1B
KPNA2
PRC1
MKKS
SLC22A23
SPATA6
COX4I2
GINS4
NAA50
TEDC2
ORC6
RBCK1
ARL14
PARL
ERO1B
RIOX2
CD19
RGN
FAM114A1
SLC35G2
ACSL3
CA9
EPHB2
GSK3A
E2F8
VPS25
PRSS23
MRE11
PFKFB4
PCBP1
PLCB3
VEGFA
TNS4
RNF4
CRTAC1
AATF
UBE2V1
TDRD10
SNRPA
MARVELD1
PGM2
HNRNPC
TRAIP
SFXN1
CIT
MYRF
CCDC142
UBAC2
TIMELESS
GMEB1
GFPT2
NPAS1
ALYREF
TONSL
PLK1
CKAP5
ETFB
SLC39A10
PTGES3
MS4A15
PLCD3
MTA2
MKI67
TP53I3
ADAM10
PKIB
CHURC1
PAK2
CDCP1
EHD4
ANXA2
CDC20
CSF2RB
CD164L2
TCIRG1
ILK
STAT1
SNAI3
PSMD12
SKA3
MTURN
SRM
EREG
DAB2
MAPK1IP1L
RC3H2
ITGB3
TBL2
HHIPL2
RBM34
FMO3
PCDH7
RHOH
IL1RN
SPTY2D1
BRCA1
KLHL6
SMIM15
TBK1
AP1AR
SNRPF
LYPD3
SH3PXD2B
SIGMAR1
TACC3
SERPINE1
CNGA3
DOK1
DENND1C
SMOX
NECAP2
REXO4
ZNF879
TMEM44
AGFG1
TESPA1
C1RL
RUNX1
LRFN4
ATAD2
GAL
TMEM273
CHEK1
MPEG1
ZNF576
ZNF248
LOX
MAP4K4
PSMD1
MFSD12
GOLM1
S100A10
FGD3
SNX15
ACBD3
SMUG1
ALDH1B1
INTS13
PMEPA1
PSMA4
RFC2
NAT10
STYK1
MGMT
SNX20
ATP8A1
EIF1AD
SLC35F2
BAK1
PDE12
SYMPK
RSPRY1
MRC1
RHCG
CDK16
BCS1L
ELMO1
SUV39H1
BRD2
COPS5
UBE3C
AHSA1
MAPK6
MAL
NUDT15
HOMER1
HOXA3
POLR1A
PYGL
MRTO4
FIP1L1
TNFRSF19
RSL24D1
TMEM11
MYO19
ARHGAP10
POLD2
CEP152
DNAJC9
PIK3CG
INMT
EIF2B1
ABTB2
TRA2B
TRIP12
STAP1
CAPZB
RHNO1
KRT14
MAEL
GPR4
CR2
BOP1
GRK2
MTHFSD
LAMB1
SEC61G
NCAPH
ZNF207
CLEC4A
SMIM5
FXR1
MFSD5
ZNF589
RUVBL2
CAMK1D
LRP8
KRT6B
ARF1
NLRC3
MEI1
SMG9
CHRDL1
AP2S1
IRF8
SPC25
PPP1R13B
ANKEF1
FKBP10
GPD1L
GIMAP1
ERCC6L
LY6K
TNFAIP6
OSGIN2
C3orf33
TRIM7
KLF10
KMT5B
NPY1R
U2AF1L4
ANKRD50
CRYBG3
AFAP1
NUMBL
METTL8
FLNC
KCNJ5
FSTL3
PSMB6
RAD21
RAD54L
BMS1
GRPEL1
PLOD1
MCAM
TMEM171
SLC25A22
CDK6
TTC8
GLRX2
AREG
CDC25A
NET1
SHISA2
ATP12A
PYCR1
RCE1
GAB2
ACTR3
BLVRB
FARP1
IL2RA
INTS6
BTG2
SLC25A1
ADIPOR2
KIF18B
JRKL
CLTCL1
PDSS1
CPOX
CERS4
FAF2
ECE1
CENPA
BUB1
UFD1
PTX3
GTF2H3
AP2M1
RAB2A
PSMG3
TIMP1
DDX41
DNALI1
ZNF266
MAP2K1
FAM78A
GRB10
VEGFD
SELENBP1
FAAH
SNAI2
CCDC138
MTCL1
IL20RB
PSMC4
ASF1B
MND1
CCDC137
CCL7
SLC4A5
GPM6B
FAM216A
KIF15
LAMA4
IQGAP3
MTMR2
C7
STRIP2
SMNDC1
PGF
COL1A1
CTSH
GPR153
ZBTB18
ANKRD65
UGGT2
ZNF670
SLC38A3
SHC1
CTSV
C11orf68
CCNE2
HSPA6
DIS3
PCBP2
DERA
PRIMPOL
CLPTM1
KIFC1
CDCA2
ZMYM5
KLK11
ZFP3
ANP32B
MED14
CDKL2
SVOPL
MTFR2
MSX2
ARPC4
POLR2H
SLC20A1
RIPK2
MYEOV
TMF1
PLAUR
SRPK3
NUP62CL
DNAAF5
METRNL
GIMAP6
NUAK2
EEFSEC
TPX2
ANPEP
API5
ZC3H15
UTP25
THYN1
ALG8
SLAMF1
MCM7
TOP1
TMEM185B
ARL4D
IRX2
PHF21A
TGIF1
NCL
FANCI
CENPK
FOSL1
C11orf86
GDF10
WASF1
TLR2
MAOB
BRMS1
MIEF1
ENDOV
AVEN
KRT7
SFRP1
CHAF1B
CD163
HSF1
PHF5A
RAET1E
MYOZ1
SEC23A
DVL1
TRIM29
COX6B1
TMEM125
SASS6
GCLC
NOC3L
USP54
PSTPIP2
BAG2
SLC25A42
GTF3C6
MESD
TTI1
P4HA2
TRIAP1
STAU1
GIMAP7
CDK4
ITGAV
NIFK
TCP11L1
GRHL3
SMPX
SPRR1B
CLDN2
IGF1R
CTSG
COPZ1
WDR1
ABHD4
ASAH1
SEC24B
WDR4
NGEF
CLEC12A
A2ML1
PRKCSH
KIF2A
PNPLA7
TIMM9
RFC3
CDK2
CPNE8
GABPB1
BMP8A
CEBPA
UBE2E3
INAFM2
KCNMA1
CTTN
FKBP5
TPCN1
SNAPC4
HPGDS
KIF11
POLE4
TTK
TIMM17A
FAM83A
TEX10
COL5A3
PEA15
RUSC1
NUP62
C19orf33
P2RX1
PFDN1
SMAD3
IKZF3
DDX54
ARHGEF6
COL11A1
ABHD3
DUT
RRM1
IGFBP1
SAV1
TSPAN11
YY2
NEDD1
LLPH
GFRA3
LAMB3
EGLN3
S1PR3
ARVCF
KIF14
SPIN4
FCGRT
ZFC3H1
NR0B2
IKBKG
ANKRD11
MFF
JMJD4
CEP55
NECTIN4
LMAN1
PCED1B
SEMA5B
STK33
CPSF2
CCR7
CENPE
LRIF1
DDX23
MRM2
SLAMF9
PLEKHB1
NUP160
ACOT7
RHEX
TK1
ADAMTS14
PSTPIP1
TMED4
KCNK17
LSM5
TESMIN
TRAFD1
PHF13
GMPS
CACNB1
HOXB3
ADSL
HTR1D
SYP
CYP24A1
FRRS1
CMAS
TCOF1
NUF2
FBXO22
UAP1
CDT1
CNIH3
ARCN1
B4GALT1
EMP1
ITCH
MYO1E
COL8A1
RFXAP
SRP68
ZNF692
GBE1
SMARCAL1
RMDN1
DERL1
CCNI
BCAR3
FAM111B
RPP30
FXYD5
SPINK2
MFSD4A
PPP4C
PAK1
RHOF
CCNA2
DEPDC1B
VTA1
EPHX1
P3H1
MELK
MAP4
PPM1G
EHBP1
RCCD1
SPECC1
LSM11
RCC1
MECOM
SFTPB
SCNN1B
PRR11
CASS4
L3MBTL4
RNF10
BZW1
IL36RN
C11orf24
LOXL2
GIMAP4
NME1
ASCC3
C1orf54
TMPRSS11E
VDAC2
CCNB1
NDUFS3
PANX1
SERPINB5
RPF2
MOV10
SRSF1
CLIC6
CXorf38
NUP50
JCHAIN
SGO2
SYT12
MBIP
C11orf16
UBASH3A
SLC18A2
SGO1
INCENP
FKBP3
CMSS1
LARP1
SIGLEC6
TTC17
MUC21
SLC16A11
FBP1
SHCBP1
KLF15
SMARCC1
BZW2
GNL2
LPXN
MMP12
ACTR8
CCNB2
DAP3
ACOX2
PRLR
VEGFC
TICAM1
LYNX1
MFNG
ABCE1
ESPL1
CTHRC1
GGTLC1
ABCA12
MFGE8
DAPP1
FEZ2
NAPG
NUP107
EPS8L3
ZDHHC9
ERRFI1
ADAMTS4
EIF3I
LPAR6
WNT11
BCCIP
NOL10
KLRG1
ATP5F1B
GAL3ST4
BAIAP2L2
F2
SLC7A1
PVR
SMAD9
GPR155
DCLRE1A
SMYD5
HAUS6
DEPDC1
CYFIP1
TRMT10C
TMED9
KLHL5
PDLIM4
XRCC2
LHFPL2
RGS11
NPAS2
SATB2
EGLN1
GPN1
C9orf40
TWNK
MIS12
UTP4
GREB1L
FBXO45
FJX1
SLC38A1
FUCA2
ERH
TTC9C
CAMK2N2
CD40LG
SAAL1
PPP1R13L
RRP9
POLD4
TFDP1
ELF5
COX16
ZWILCH
RTRAF
FPR3
SQOR
PSMA3
PARPBP
PICALM
CTF1
YIF1A
SLC36A4
DEDD
CHIA
BLM
FHL3
YKT6
EFHD2
NUSAP1
PAICS
TOMM40
DOCK6
TDG
DHRS7
RP9
NRP1
SASH3
CFAP221
LRRC58
MISP
HCCS
GALNT3
SBNO1
WDR3
LMNB1
PPP3CA
DAPK2
STXBP5
RASAL2
HMMR
GCN1
NIPAL1
CD276
HILPDA
MCM5
SFPQ
SLC25A39
SMPD4
PSMC3
MDFI
GRWD1
INTS8
INTS7
CAP1
VEZF1
CCL14
SLC25A43
PSENEN
PGPEP1
TMPO
BLOC1S4
DAD1
RCAN2
OLFML2A
DNA2
HSD17B13
MTIF2
FAM89A
PATL1
ARHGAP30
CARM1
CP
KIF20B
GPC1
SNX22
PHF19
PELO
EXOSC2
C1orf112
FGD1
POLR1E
SEC13
CLIC1
CXCL17
C8orf34
CENPO
CKLF
SHMT2
SAMD13
AKAP12
TBC1D14
CCT8
SLFNL1
ZNF146
LAMA3
NUP54
E2F7
XRCC5
IER5
UHRF2
SNX7
CMIP
PWP1
IKZF4
EIF4G1
DAP
CDCA5
RTCA
RNF121
CDCA8
LDOC1
CD300A
HRH1
SSR3
URB2
PIFO
WDR43
SLC16A1
FOXM1
PACS1
SPATS2
PLOD2
YIPF1
CALM3
ACTL6A
PCNA
ACAP2
TLE1
UBE2T
GALNT14
SCN4B
PKP2
PSMD2
DHRSX
DONSON
MDH1
DDX39A
GINS1
STK32A
CPED1
BIRC5
UCHL3
STYX
ZPR1
SUGT1
TLR10
MTHFD2
TRIM16
DDX56
C11orf80
STMP1
PINLYP
RAD23A
TNNT1
NYNRIN
UPK2
SLC16A3
LRIG1
CKAP2L
TTF1
AQP7
B3GNT6
CARHSP1
NT5DC3
DBNL
MMP3
KPNA1
CSPG4
COPS9
XRCC6
CD48
GGT6
NFKB1
SEMA7A
EMC4
INTS1
AK4
CCR2
NPTN
HIBADH
TRIM28
CIB1
IL1R2
IGF2BP2
C5orf34
ARHGAP15
MS4A1
DNAJC22
OTUD6B
PSMA2
XRCC4
GEMIN6
ZNF708
NKRF
PTPRC
GSTCD
FTSJ3
CD109
SH3BP5
DIO1
TAMM41
PITPNB
LRPPRC
AKT2
ITGA6
PDK3
RECQL4
HNRNPU
BMP5
GINS3
ZNF827
GON4L
ADGRD1
SSRP1
NOTCH2
DNAJB4
SLC4A7
MDK
EIF4A1
CDC45
PAFAH1B3
RAC1
DSG2
FOXK2
PPFIBP2
BIRC3
MIF
GIMAP5
COPS6
IMP4
KRBOX1
HELLS
EIF5B
FBXO17
OGFOD1
PTPRH
GRIN2D
CLTB
P2RY13
ASAP1
RGL4
ANXA11
HMBS
SMG5
BTN2A2
GRSF1
CREB3
SBSN
CCNE1
ZCCHC7
RAB10
ADGRF4
ACSL1
BCL2
RAD54B
SMS
ZNF682
FOSL2
PDGFB
COL15A1
KRT8
BAIAP2L1
PUM3
FIBP
RBPJ
CENPM
ATP13A4
ARRB2
ALDH18A1
MTHFD1
PBK
VANGL1
DTL
TLR7
ADAMTS12
VDR
FAM136A
PDLIM7
ZNF483
CDCA4
UNG
NEIL3
PRKCD
TMX1
IGF2BP1
AHNAK2
NCAPD2
XPNPEP1
TMEM50B
RILPL2
TBRG4
SF3B4
FGL2
TRAF3IP3
NRIP1
TNPO1
RDX
UBAP2
NBN
CHRAC1
MZT1
CDH26
MAPK4
YWHAG
NR2C2AP
GALNT6
LSM12
CBLC
HTR3A
HNRNPF
EIF2B4
FANCL
LSAMP
PNP
GFM1
BSG
NCAPG2
HNF4G
CLMP
ATP5MC2
HLF
FN1
DYNLL1
SIX1
ADA
CLSPN
ZNF101
B3GNT5
MBOAT2
SLCO4A1
MGAT3
CASP3
TNFSF4
SCLT1
MYB
IFT27
ATP5MC3
CCDC51
ADA2
NONO
CCDC34
BIRC2
PSMD13
SCYL1
PTER
NOP16
KCNQ5
FUT4
GEMIN5
SNAPC1
ALG3
SLC6A4
HASPIN
RHPN2
PDE4B
DOCK5
POLE2
PLK4
XXYLT1
C12orf76
PRKDC
ST3GAL4
MRFAP1L1
COLEC11
